Question,Answer,id
"If my ZESA token isn't sent after payment, are there any alternative ways to get it","We are happy to inform you that you can now view your token by simply dialing *151#, option 2, option 6, option 1, option 2. If you are not able to view your token, kindly log your query on My Web self-care: https://selfcare.ecocash.co.zw so that we investigate the matter. Please note also that reconciliations after failed ZESA payment usually have a turn around period of 72 working hours.",2dc1efed
"What steps should I take if I was charged for ZESA but didn't receive my token, to resolve the issue","We are happy to inform you that you can now view your token by simply dialing *151#, option 2, option 6, option 1, option 2. If you are not able to view your token, kindly log your query on My Web self-care: https://selfcare.ecocash.co.zw so that we investigate the matter. Please note also that reconciliations after failed ZESA payment usually have a turn around period of 72 working hours.",2dc1efed
What is the usual timeframe for resolving ZESA token issues when payment has been deducted but token wasn't received,"We are happy to inform you that you can now view your token by simply dialing *151#, option 2, option 6, option 1, option 2. If you are not able to view your token, kindly log your query on My Web self-care: https://selfcare.ecocash.co.zw so that we investigate the matter. Please note also that reconciliations after failed ZESA payment usually have a turn around period of 72 working hours.",2dc1efed
What is the maximum amount of money I am allowed to transact with my Ecocash wallet each month,"To extend your limit please link your wallet to your bank. If you have already done that, kindly wait for the following month to transact again.",04aa8686
Where can I increase my Ecocash spending limit,"To extend your limit please link your wallet to your bank. If you have already done that, kindly wait for the following month to transact again.",04aa8686
How can Ecocash users that have hit their limit get more spending capacity,"To extend your limit please link your wallet to your bank. If you have already done that, kindly wait for the following month to transact again.",04aa8686
What are my options if I get a message saying I've reached my Ecocash monthly transaction limit,"To extend your limit please link your wallet to your bank. If you have already done that, kindly wait for the following month to transact again.",04aa8686
Can my Ecocash monthly transaction limit be reset by contacting Ecocash support,"To extend your limit please link your wallet to your bank. If you have already done that, kindly wait for the following month to transact again.",04aa8686
Can I switch my unused bundle to make calls,"Yes! conversion of any bundle to voice airtime is possible but, only if the bundle has not been used.",102fd5ef
How do I know if my bundle can be converted to voice airtime,"Yes! conversion of any bundle to voice airtime is possible but, only if the bundle has not been used.",102fd5ef
"I have an active bundle but haven't used it, can I convert it to voice minutes now","Yes! conversion of any bundle to voice airtime is possible but, only if the bundle has not been used.",102fd5ef
Will I be able to change my bundle type to voice airtime if I haven't made any calls yet,"Yes! conversion of any bundle to voice airtime is possible but, only if the bundle has not been used.",102fd5ef
Is there an option to turn an unused bundle into voice airtime,"Yes! conversion of any bundle to voice airtime is possible but, only if the bundle has not been used.",102fd5ef
Why are there multiple transactions for the same loan on my EcoCash statement?,"Please note that we are still improving our Kashagi service and we sincerely regret any inconvenience. If you encounter this challenge, kindly log on your query on My Web Self-care: https://selfcare.econet.co.zw/.",7ab17f20
Why do I have repeated deductions on my EcoCash after taking out a loan with Kashagi?,"Please note that we are still improving our Kashagi service and we sincerely regret any inconvenience. If you encounter this challenge, kindly log on your query on My Web Self-care: https://selfcare.econet.co.zw/.",7ab17f20
What do I do if Kashagi deducts my money multiple times even though I've only borrowed once?,"Please note that we are still improving our Kashagi service and we sincerely regret any inconvenience. If you encounter this challenge, kindly log on your query on My Web Self-care: https://selfcare.econet.co.zw/.",7ab17f20
How can I resolve multiple unauthorized deductions by Kashagi on my EcoCash?,"Please note that we are still improving our Kashagi service and we sincerely regret any inconvenience. If you encounter this challenge, kindly log on your query on My Web Self-care: https://selfcare.econet.co.zw/.",7ab17f20
Why am I experiencing multiple loan deductions on my EcoCash by Kashagi for a single loan?,"Please note that we are still improving our Kashagi service and we sincerely regret any inconvenience. If you encounter this challenge, kindly log on your query on My Web Self-care: https://selfcare.econet.co.zw/.",7ab17f20
What procedures should I follow if an incorrect transaction was made to a different business recipient?,"We urge you to visit the nearest Econet shop with your national ID and request for a dispute claim form. After submitting the form, the reversal will be done soon after reconciliations are completed.",94c07886
"I made a transfer to a merchant in error, how do I rectify this issue?","We urge you to visit the nearest Econet shop with your national ID and request for a dispute claim form. After submitting the form, the reversal will be done soon after reconciliations are completed.",94c07886
"I've accidentally paid the wrong service provider using your services, what should I do?","We urge you to visit the nearest Econet shop with your national ID and request for a dispute claim form. After submitting the form, the reversal will be done soon after reconciliations are completed.",94c07886
Is it possible to cancel a transaction and receive a refund if the money was sent to an incorrect merchant?,"We urge you to visit the nearest Econet shop with your national ID and request for a dispute claim form. After submitting the form, the reversal will be done soon after reconciliations are completed.",94c07886
What steps should I take in case I paid money to the wrong merchant using your payment services?,"We urge you to visit the nearest Econet shop with your national ID and request for a dispute claim form. After submitting the form, the reversal will be done soon after reconciliations are completed.",94c07886
Can you change my family member's EcoCash PIN for them?,Please note that we only reset the EcoCash pin provided you are the owner of the account. We do this to protect our valued customers from increasing fraudulant activities.,f3c5c7dc
Is it possible to reset a friend's EcoCash account PIN?,Please note that we only reset the EcoCash pin provided you are the owner of the account. We do this to protect our valued customers from increasing fraudulant activities.,f3c5c7dc
How do I recover a lost PIN for a relative's EcoCash account?,Please note that we only reset the EcoCash pin provided you are the owner of the account. We do this to protect our valued customers from increasing fraudulant activities.,f3c5c7dc
"If I have someone's permission, can I reset their EcoCash PIN?",Please note that we only reset the EcoCash pin provided you are the owner of the account. We do this to protect our valued customers from increasing fraudulant activities.,f3c5c7dc
Can you assist with updating the PIN on another person's EcoCash account?,Please note that we only reset the EcoCash pin provided you are the owner of the account. We do this to protect our valued customers from increasing fraudulant activities.,f3c5c7dc
What steps can I take to resolve issues with slow network connectivity,"We are deeply sorry you had to experience that. We urge you to hard reset your device. If the problem persists, do not hesitate to engage us on My Web self-care: https://selfcare.econet.co.zw to log your query stating your device type and location.",5ebc085c
I am experiencing unstable wifi could this be something on your end,"We are deeply sorry you had to experience that. We urge you to hard reset your device. If the problem persists, do not hesitate to engage us on My Web self-care: https://selfcare.econet.co.zw to log your query stating your device type and location.",5ebc085c
How do I address constant connectivity drops affecting my service,"We are deeply sorry you had to experience that. We urge you to hard reset your device. If the problem persists, do not hesitate to engage us on My Web self-care: https://selfcare.econet.co.zw to log your query stating your device type and location.",5ebc085c
Are network connectivity problems common and how can I fix them,"We are deeply sorry you had to experience that. We urge you to hard reset your device. If the problem persists, do not hesitate to engage us on My Web self-care: https://selfcare.econet.co.zw to log your query stating your device type and location.",5ebc085c
What troubleshooting measures can I use for poor data reception,"We are deeply sorry you had to experience that. We urge you to hard reset your device. If the problem persists, do not hesitate to engage us on My Web self-care: https://selfcare.econet.co.zw to log your query stating your device type and location.",5ebc085c
"I'm looking to upgrade my plan, but I want to know if the new bundles are any different from the old ones.",The difference is that there are changes that have been made to allow for more and better benefits across all the bundles and more options have been added. The changes are tabulated below,c60a0f63
Could you explain what makes our current bundles different from the previous ones?,The difference is that there are changes that have been made to allow for more and better benefits across all the bundles and more options have been added. The changes are tabulated below,c60a0f63
Are there any significant changes in the new plan bundles?,The difference is that there are changes that have been made to allow for more and better benefits across all the bundles and more options have been added. The changes are tabulated below,c60a0f63
"I'm trying to decide between the old and new bundles, what improvements have been made to the new ones?",The difference is that there are changes that have been made to allow for more and better benefits across all the bundles and more options have been added. The changes are tabulated below,c60a0f63
"What are the key changes between the old and new bundles, and how will they affect my subscription?",The difference is that there are changes that have been made to allow for more and better benefits across all the bundles and more options have been added. The changes are tabulated below,c60a0f63
What is the availability of the Off Net Allocation feature throughout the day,The Off net allocation works at any time of the day provided you have the balance to call.,f79e2812
At what hours can I initiate calls using my Off Net Allocation,The Off net allocation works at any time of the day provided you have the balance to call.,f79e2812
Are there any specific time constraints for using the Off Net Allocation,The Off net allocation works at any time of the day provided you have the balance to call.,f79e2812
Does the Off Net Allocation have restricted hours of operation,The Off net allocation works at any time of the day provided you have the balance to call.,f79e2812
Can the Off Net Allocation be used at any hour of the day,The Off net allocation works at any time of the day provided you have the balance to call.,f79e2812
Can I make calls to different mobile networks using the off-peak allocation,No. Off-peak allocation is valid for on-net calls only.,c5106693
How does my off-peak allocation for calls work when I'm calling a different network,No. Off-peak allocation is valid for on-net calls only.,c5106693
Are off-peak call allocations restricted to calls within the same network,No. Off-peak allocation is valid for on-net calls only.,c5106693
Can I call landlines or other mobile networks during off-peak hours without using extra allowance,No. Off-peak allocation is valid for on-net calls only.,c5106693
Does the off-peak allocation cover calls made to any phone number or are there restrictions,No. Off-peak allocation is valid for on-net calls only.,c5106693
What happens when I try to dial an On Net number using my Off Net Allocation?,No. Off Net allocation will only call off net numbers in Zimbabwe.,4800945b
Can I use the Off Net Allocation to contact On Net Numbers?,No. Off Net allocation will only call off net numbers in Zimbabwe.,4800945b
Does the Off Net Allocation cover On Net calls?,No. Off Net allocation will only call off net numbers in Zimbabwe.,4800945b
Will my Off Net Allocation automatically switch to an On Net call if needed?,No. Off Net allocation will only call off net numbers in Zimbabwe.,4800945b
Are On Net numbers accessible using the allocated Off Net minutes?,No. Off Net allocation will only call off net numbers in Zimbabwe.,4800945b
Will I be able to use my anytime data during off-peak hours when my off-peak data is finished?,The anytime allocation will be used even in the off peak hours if the off peak allocation is depleted.,c1d24c49
"If I've run out of my off-peak data, what data will I be using during off-peak hours?",The anytime allocation will be used even in the off peak hours if the off peak allocation is depleted.,c1d24c49
What data will be used when my off-peak usage is all gone?,The anytime allocation will be used even in the off peak hours if the off peak allocation is depleted.,c1d24c49
Will I still be able to use my internet at night even if I've gone over my off-peak data?,The anytime allocation will be used even in the off peak hours if the off peak allocation is depleted.,c1d24c49
"If my off-peak allocation has been used up, which usage will come into effect during off-peak hours?",The anytime allocation will be used even in the off peak hours if the off peak allocation is depleted.,c1d24c49
At what time does the automatic switch from anytime to off-peak usage occur,"Yes. At 2300hrs, usage (Voice, Data, and SMS) will automatically move to consume the Off-Peak Allocation. At 0400hrs, usage will automatically move back to the anytime allocation.",1ebdb5ad
"If my off-peak allocation is used up before 2300Hrs, what happens to my usage after 2300Hrs","Yes. At 2300hrs, usage (Voice, Data, and SMS) will automatically move to consume the Off-Peak Allocation. At 0400hrs, usage will automatically move back to the anytime allocation.",1ebdb5ad
"Are all types of usage, including data and SMS, moved to the off-peak allocation after 2300Hrs","Yes. At 2300hrs, usage (Voice, Data, and SMS) will automatically move to consume the Off-Peak Allocation. At 0400hrs, usage will automatically move back to the anytime allocation.",1ebdb5ad
What is the time when the automatic switch from off-peak back to anytime usage occurs,"Yes. At 2300hrs, usage (Voice, Data, and SMS) will automatically move to consume the Off-Peak Allocation. At 0400hrs, usage will automatically move back to the anytime allocation.",1ebdb5ad
Will I receive a notification when my usage switches from anytime to off-peak or from off-peak to anytime,"Yes. At 2300hrs, usage (Voice, Data, and SMS) will automatically move to consume the Off-Peak Allocation. At 0400hrs, usage will automatically move back to the anytime allocation.",1ebdb5ad
What determines if a call is considered an On-net or Off-net call?,Off-Net are calls made to non-Econet numbers and On-net are calls made from Econet to Econet numbers.,679bbc6d
Can you tell me the difference between on network and off network calls?,Off-Net are calls made to non-Econet numbers and On-net are calls made from Econet to Econet numbers.,679bbc6d
How do I know if a call is being made to a number on the same network as mine?,Off-Net are calls made to non-Econet numbers and On-net are calls made from Econet to Econet numbers.,679bbc6d
What is the distinction between calls made to subscribers of the same network and those made to other networks?,Off-Net are calls made to non-Econet numbers and On-net are calls made from Econet to Econet numbers.,679bbc6d
How can I identify if a call will be charged as an On net or Off net call based on the recipient's number?,Off-Net are calls made to non-Econet numbers and On-net are calls made from Econet to Econet numbers.,679bbc6d
Can I make use of my credit before converting it to a bundle package?,"No, the airtime is only usable after it is converted to a bundle.",e70d9b3e
Is there any way to use the purchased credit without converting it first?,"No, the airtime is only usable after it is converted to a bundle.",e70d9b3e
Will I be able to make a call using my airtime before conversion?,"No, the airtime is only usable after it is converted to a bundle.",e70d9b3e
Can I send a message or make a call with the airtime I just topped up before converting it?,"No, the airtime is only usable after it is converted to a bundle.",e70d9b3e
Is it possible for me to use my purchased airtime immediately without converting it into a bundle first?,"No, the airtime is only usable after it is converted to a bundle.",e70d9b3e
Can I send my existing airtime balance to another person's account?,"No, the airtime is not transferable unless you are buying the bundle for someone else.",91616b30
How do I transfer airtime from my phone to someone else's phone?,"No, the airtime is not transferable unless you are buying the bundle for someone else.",91616b30
Is it possible to give my airtime balance to someone else through the self-service option?,"No, the airtime is not transferable unless you are buying the bundle for someone else.",91616b30
Can I share my current airtime with family or friends using your automated system?,"No, the airtime is not transferable unless you are buying the bundle for someone else.",91616b30
Is the 111 self-service option capable of moving my available airtime to a different phone number?,"No, the airtime is not transferable unless you are buying the bundle for someone else.",91616b30
Are international calls allowed with my bundle,"No, the current bundles can only call within Zimbabwe",ea8ae94c
Can I make calls to other countries using this service,"No, the current bundles can only call within Zimbabwe",ea8ae94c
Will this bundle allow me to call someone in another country,"No, the current bundles can only call within Zimbabwe",ea8ae94c
Do the bundles support making calls to countries outside of Zimbabwe,"No, the current bundles can only call within Zimbabwe",ea8ae94c
Is it possible to call a number in another country with my current bundle,"No, the current bundles can only call within Zimbabwe",ea8ae94c
Do I need to purchase a specific bundle to call phone numbers that are not registered with Econet?,"Yes, you can call other networks with any bundle that is $1 and above for the stipulated ‘off net’ allocation.",b2fc8b43
Are there any voice bundles from Econet that restrict me from contacting people using other networks?,"Yes, you can call other networks with any bundle that is $1 and above for the stipulated ‘off net’ allocation.",b2fc8b43
Can I call any non-Econet number as long as I have enough bundle balance?,"Yes, you can call other networks with any bundle that is $1 and above for the stipulated ‘off net’ allocation.",b2fc8b43
How do I make voice calls to non-subscribers of Econet with my current bundle?,"Yes, you can call other networks with any bundle that is $1 and above for the stipulated ‘off net’ allocation.",b2fc8b43
Are off-net allocations available with any of Econet's voice bundles?,"Yes, you can call other networks with any bundle that is $1 and above for the stipulated ‘off net’ allocation.",b2fc8b43
What happens to unused data or minutes in my bundle after the set expiration date?,"No, you cannot carry over the bundle. You will have to use it within stipulated times.",2c1cbb55
Can I postpone the expiration of my allocated bundle for later use?,"No, you cannot carry over the bundle. You will have to use it within stipulated times.",2c1cbb55
Is it possible to delay the expiration date for my bundle in cases of incomplete usage?,"No, you cannot carry over the bundle. You will have to use it within stipulated times.",2c1cbb55
How does the service handle unused bundle allocations after the bundle expires?,"No, you cannot carry over the bundle. You will have to use it within stipulated times.",2c1cbb55
Can I get extra time to consume my remaining bundle data or minutes when the expiration date approaches?,"No, you cannot carry over the bundle. You will have to use it within stipulated times.",2c1cbb55
What are the different time periods available for the bundles to remain active,"The following are the expiry dates: daily (24hours), weekly (7 days), bi-weekly (14 days) and monthly (30 days)",428b3b91
How long do the bundles last in total,"The following are the expiry dates: daily (24hours), weekly (7 days), bi-weekly (14 days) and monthly (30 days)",428b3b91
Can you provide information on when the bundles will no longer be valid,"The following are the expiry dates: daily (24hours), weekly (7 days), bi-weekly (14 days) and monthly (30 days)",428b3b91
"After purchasing a bundle, how many days does it usually expire in","The following are the expiry dates: daily (24hours), weekly (7 days), bi-weekly (14 days) and monthly (30 days)",428b3b91
What is the duration for which the bundle services are available,"The following are the expiry dates: daily (24hours), weekly (7 days), bi-weekly (14 days) and monthly (30 days)",428b3b91
Can you walk me through the process of checking my remaining USD on my current bundle?,Dial *143# and go to option 8,b4fef454
How do I find out how much USD is left on my current plan?,Dial *143# and go to option 8,b4fef454
What's the easiest way to check my current USD balance?,Dial *143# and go to option 8,b4fef454
"I'm trying to find my remaining USD for my active bundle, how do I do that?",Dial *143# and go to option 8,b4fef454
How can I verify my current USD balance for my existing bundle?,Dial *143# and go to option 8,b4fef454
What is the USSD code to know my remaining airtime?,Dial *125# to check USD bundles,1e3a7324
How can I confirm my available airtime?,Dial *125# to check USD bundles,1e3a7324
What number should I dial to know my current balance?,Dial *125# to check USD bundles,1e3a7324
How do I find out my airtime balance?,Dial *125# to check USD bundles,1e3a7324
What is the code for knowing how much airtime is left on my account?,Dial *125# to check USD bundles,1e3a7324
How can I purchase your services for a family member?,Yes you can use the buy for other option on 143 or EcoCash FCA,059c1471
Is it possible to sign up for a friend using my account?,Yes you can use the buy for other option on 143 or EcoCash FCA,059c1471
Can I buy your product for someone else's use?,Yes you can use the buy for other option on 143 or EcoCash FCA,059c1471
Is there a way to gift your service to someone else?,Yes you can use the buy for other option on 143 or EcoCash FCA,059c1471
How do I make a purchase on behalf of someone else?,Yes you can use the buy for other option on 143 or EcoCash FCA,059c1471
How do I make outgoing calls using my USD credit,"You cannot use your USD airtime directly to make calls, send messages or browse before converting the airtime to bundles?",6480b761
How can I send a message using my USD airtime credit before buying a bundle,"You cannot use your USD airtime directly to make calls, send messages or browse before converting the airtime to bundles?",6480b761
Is it possible to browse the internet using my USD airtime,"You cannot use your USD airtime directly to make calls, send messages or browse before converting the airtime to bundles?",6480b761
Can I use my USD credit to make a call or send an SMS without a bundle,"You cannot use your USD airtime directly to make calls, send messages or browse before converting the airtime to bundles?",6480b761
Must I convert my USD airtime to a bundle before making use of it,"You cannot use your USD airtime directly to make calls, send messages or browse before converting the airtime to bundles?",6480b761
What are the time restrictions for off-peak data usage,Anytime allocation is usable throughout the day. The off-peak allocation is usable between 2300hrs and 0400hrs only.,615c3c00
When can I use data allocated as anytime allocation,Anytime allocation is usable throughout the day. The off-peak allocation is usable between 2300hrs and 0400hrs only.,615c3c00
What is the time period for off-peak allocation validity,Anytime allocation is usable throughout the day. The off-peak allocation is usable between 2300hrs and 0400hrs only.,615c3c00
Can I use off-peak data allocation during the day,Anytime allocation is usable throughout the day. The off-peak allocation is usable between 2300hrs and 0400hrs only.,615c3c00
At what hours of the day can I use anytime data allocation,Anytime allocation is usable throughout the day. The off-peak allocation is usable between 2300hrs and 0400hrs only.,615c3c00
What is included in the Smart voice bundles?,Voice,42ec24bf
Can I purchase multiple Smart USD bundles?,Voice,42ec24bf
Are there any Smart USD bundle requirements?,Voice,42ec24bf
How do I know the current status for Smart USD bundles?,Voice,42ec24bf
Can I customize the Smart USD bundles?,Voice,42ec24bf
Where can I buy airtime that can be converted to bundles,You can purchase USD airtime directly from all Econet shops and dealers and convert it to bundles via *143#,381c00be
Can I get bundles directly from dealers or do I need to convert airtime,You can purchase USD airtime directly from all Econet shops and dealers and convert it to bundles via *143#,381c00be
How do I go about converting airtime to bundles using the provided USSD code,You can purchase USD airtime directly from all Econet shops and dealers and convert it to bundles via *143#,381c00be
Which type of currency-based airtime can be purchased for conversion to bundles,You can purchase USD airtime directly from all Econet shops and dealers and convert it to bundles via *143#,381c00be
Can I obtain Econet bundles through any means other than purchasing and converting airtime,You can purchase USD airtime directly from all Econet shops and dealers and convert it to bundles via *143#,381c00be
Can I use bundles if I'm on a post-paid plan?,"These bundles are available to all prepaid Econet customers only. (Post-paid, Hybrid, staff and telemetry lines cannot buy the bundles)",e5829509
Which type of customers are eligible for the bundle offers?,"These bundles are available to all prepaid Econet customers only. (Post-paid, Hybrid, staff and telemetry lines cannot buy the bundles)",e5829509
Can staff lines purchase these bundles?,"These bundles are available to all prepaid Econet customers only. (Post-paid, Hybrid, staff and telemetry lines cannot buy the bundles)",e5829509
Am I allowed to buy bundles on my telemetry line?,"These bundles are available to all prepaid Econet customers only. (Post-paid, Hybrid, staff and telemetry lines cannot buy the bundles)",e5829509
Can I purchase bundles if I don't have a prepaid plan with Econet?,"These bundles are available to all prepaid Econet customers only. (Post-paid, Hybrid, staff and telemetry lines cannot buy the bundles)",e5829509
What exactly are the discounted bundles in USD offered by Econet?,These are Econet discounted bundles that are purchased using USDs,e46c331d
Can you explain the Smart bundles I see in the USD section?,These are Econet discounted bundles that are purchased using USDs,e46c331d
What is the name given to the Econet bundles that require USD for purchase?,These are Econet discounted bundles that are purchased using USDs,e46c331d
Could you define the USD bundle Econet is promoting as discounted?,These are Econet discounted bundles that are purchased using USDs,e46c331d
What do people refer to the bundles purchased using US dollars from Econet as?,These are Econet discounted bundles that are purchased using USDs,e46c331d
What is the process for stopping the faith religious service subscription?,To unsubscribe the faith religious service please dial *205*3*2# and your number will be removed from that service.,1f315898
"I want to cancel the faith service, how do I proceed?",To unsubscribe the faith religious service please dial *205*3*2# and your number will be removed from that service.,1f315898
How can I be removed from the religious faith service?,To unsubscribe the faith religious service please dial *205*3*2# and your number will be removed from that service.,1f315898
What code should I use to deactivate the faith service from my mobile number?,To unsubscribe the faith religious service please dial *205*3*2# and your number will be removed from that service.,1f315898
"I no longer want the faith service, how do I unsubscribe from it?",To unsubscribe the faith religious service please dial *205*3*2# and your number will be removed from that service.,1f315898
"I want to stop receiving sports alerts on my phone, what should I do","Dear valued customer, in order to deactivate sports updates, dial *717#, select the service you would wish to deactivate, select deactivate.",b1b4e58f
How can I opt-out from sports service,"Dear valued customer, in order to deactivate sports updates, dial *717#, select the service you would wish to deactivate, select deactivate.",b1b4e58f
What steps do I need to take to cancel my sports update subscription,"Dear valued customer, in order to deactivate sports updates, dial *717#, select the service you would wish to deactivate, select deactivate.",b1b4e58f
"I no longer wish to receive sports updates, how do I turn it off","Dear valued customer, in order to deactivate sports updates, dial *717#, select the service you would wish to deactivate, select deactivate.",b1b4e58f
Could you guide me on how to unsubscribe from the sports services you are providing,"Dear valued customer, in order to deactivate sports updates, dial *717#, select the service you would wish to deactivate, select deactivate.",b1b4e58f
Can I receive my EcoSure claim in the same currency I paid my premiums in,It's an EcoSure policy that's paid for in USD and gives an option to get a claim benefit in USD cash or services from EcoSure funeral service partners.,8aeb90a4
How does an EcoSure USD policy reimburse claims,It's an EcoSure policy that's paid for in USD and gives an option to get a claim benefit in USD cash or services from EcoSure funeral service partners.,8aeb90a4
What are the benefits of choosing a USD policy with EcoSure,It's an EcoSure policy that's paid for in USD and gives an option to get a claim benefit in USD cash or services from EcoSure funeral service partners.,8aeb90a4
Does an EcoSure USD policy cover both local and international funeral services,It's an EcoSure policy that's paid for in USD and gives an option to get a claim benefit in USD cash or services from EcoSure funeral service partners.,8aeb90a4
Can I opt in for a refund in the form of a funeral service instead of cash,It's an EcoSure policy that's paid for in USD and gives an option to get a claim benefit in USD cash or services from EcoSure funeral service partners.,8aeb90a4
What are the price options for the EcoSure USD policy?,"Lite USD0.75, Basic USD1.50, Standard USD3 and Premium USD7.50",2e8c06bb
How much do I have to pay to get the EcoSure coverage in USD?,"Lite USD0.75, Basic USD1.50, Standard USD3 and Premium USD7.50",2e8c06bb
"I want to buy EcoSure policy in USD, what are the prices for each package?","Lite USD0.75, Basic USD1.50, Standard USD3 and Premium USD7.50",2e8c06bb
What are my USD EcoSure policy subscription cost options?,"Lite USD0.75, Basic USD1.50, Standard USD3 and Premium USD7.50",2e8c06bb
How much does the EcoSure USD coverage policy cost for each plan?,"Lite USD0.75, Basic USD1.50, Standard USD3 and Premium USD7.50",2e8c06bb
What health insurance benefits does the EcoSure USD policy provide,,55d73626
What kind of claims can be made under the EcoSure USD policy,,55d73626
What are the terms and conditions of the EcoSure USD policy,,55d73626
What services are covered by the EcoSure USD policy,,55d73626
Can I use the EcoSure USD policy in medical emergencies only,,55d73626
Will the cash value of my claim be paid in United States Dollars,Cash in lieu will be given in USDs,51eaa250
"If I choose to receive a cash payment, will it be in USD currency",Cash in lieu will be given in USDs,51eaa250
Can I expect to receive my cash value payout in USD,Cash in lieu will be given in USDs,51eaa250
Is USD the only currency option for receiving cash value,Cash in lieu will be given in USDs,51eaa250
Will my cash substitute be in USD,Cash in lieu will be given in USDs,51eaa250
What steps do I need to take to sign up for a USD funeral policy with EcoSure,"Dial *900#, select EcoSure Funeral, Individual, USD , accept terms & conditions then choose preferred package",a34d8524
What is the procedure for registering for an individual USD funeral policy,"Dial *900#, select EcoSure Funeral, Individual, USD , accept terms & conditions then choose preferred package",a34d8524
How do I enroll in the USD package of the EcoSure funeral policy,"Dial *900#, select EcoSure Funeral, Individual, USD , accept terms & conditions then choose preferred package",a34d8524
What must I do to create an account for the EcoSure USD funeral policy,"Dial *900#, select EcoSure Funeral, Individual, USD , accept terms & conditions then choose preferred package",a34d8524
Can you walk me through the registration process for an EcoSure USD funeral policy for an individual,"Dial *900#, select EcoSure Funeral, Individual, USD , accept terms & conditions then choose preferred package",a34d8524
Can a customer purchase both USD and RTGS policies simultaneously,Yes you can have both the RTGS and USD policies .,f9519900
Is it possible for a customer to hold two policies with different currencies,Yes you can have both the RTGS and USD policies .,f9519900
Are the USD and RTGS policies mutually exclusive,Yes you can have both the RTGS and USD policies .,f9519900
Can I have two separate policies for USD and RTGS,Yes you can have both the RTGS and USD policies .,f9519900
Am I allowed to purchase both an RTGS and a USD insurance policy,Yes you can have both the RTGS and USD policies .,f9519900
"I'm on the RTGS policy but I want to change, can I switch to a USD policy?",Customer is able to switch from the RTGS to the USD policy. Switching customer will have a 3 months waiting period for the first 3 packages and 9 months for the premium. Death due to natural cause during the NCE period will trigger an RTGS pay-out.,b72301a3
How much time do I have to wait after switching from RTGS to USD policy to get all the benefits?,Customer is able to switch from the RTGS to the USD policy. Switching customer will have a 3 months waiting period for the first 3 packages and 9 months for the premium. Death due to natural cause during the NCE period will trigger an RTGS pay-out.,b72301a3
"If I'm switching from RTGS to a USD policy, does the premium package also have a waiting period?",Customer is able to switch from the RTGS to the USD policy. Switching customer will have a 3 months waiting period for the first 3 packages and 9 months for the premium. Death due to natural cause during the NCE period will trigger an RTGS pay-out.,b72301a3
What happens if one of my family members covered under the policy switches from the RTGS policy to the USD policy and then passes away?,Customer is able to switch from the RTGS to the USD policy. Switching customer will have a 3 months waiting period for the first 3 packages and 9 months for the premium. Death due to natural cause during the NCE period will trigger an RTGS pay-out.,b72301a3
How long will I be on the waiting period after switching from an RTGS policy to a USD one for my insurance plan?,Customer is able to switch from the RTGS to the USD policy. Switching customer will have a 3 months waiting period for the first 3 packages and 9 months for the premium. Death due to natural cause during the NCE period will trigger an RTGS pay-out.,b72301a3
What is the maximum number of policies in US dollars that one person can have?,"An individual is allowed to have 3 USD policies. 1 individual, 1 group and added once as a dependent.",bafc0cc3
How many insurance policies in USD can a single individual purchase?,"An individual is allowed to have 3 USD policies. 1 individual, 1 group and added once as a dependent.",bafc0cc3
Can I buy more than one policy in US dollars under my name?,"An individual is allowed to have 3 USD policies. 1 individual, 1 group and added once as a dependent.",bafc0cc3
How many USD policies can a single person maintain at any given time?,"An individual is allowed to have 3 USD policies. 1 individual, 1 group and added once as a dependent.",bafc0cc3
Is there a limit on the number of USD insurance policies an individual can have?,"An individual is allowed to have 3 USD policies. 1 individual, 1 group and added once as a dependent.",bafc0cc3
What type of family members can I add to my insurance policy,"Customer is able to add the following dependents, spouse, biological/adopted children below 18, parents and in-laws below the ages of 70",462a0bfb
Can I include my spouse on my current insurance policy,"Customer is able to add the following dependents, spouse, biological/adopted children below 18, parents and in-laws below the ages of 70",462a0bfb
Am I allowed to add my children to this policy after signing up,"Customer is able to add the following dependents, spouse, biological/adopted children below 18, parents and in-laws below the ages of 70",462a0bfb
How does the insurance policy define dependents for coverage,"Customer is able to add the following dependents, spouse, biological/adopted children below 18, parents and in-laws below the ages of 70",462a0bfb
Are there any age restrictions for parents and in-laws to be included on the policy,"Customer is able to add the following dependents, spouse, biological/adopted children below 18, parents and in-laws below the ages of 70",462a0bfb
Are funeral packages available in USD for organizations outside of individuals and businesses?,"Yes, USD packages are now also available for burial societies.",66cc5a80
Can a group focused on funeral expenses sign up for a USD based package?,"Yes, USD packages are now also available for burial societies.",66cc5a80
Is it possible for a cooperative that manages funeral costs to purchase a package in USD?,"Yes, USD packages are now also available for burial societies.",66cc5a80
Can a mutual aid society that provides funeral benefits use a package based on the US dollar?,"Yes, USD packages are now also available for burial societies.",66cc5a80
Are there any options for a group life insurance plan that includes USD packaged burial or funeral services?,"Yes, USD packages are now also available for burial societies.",66cc5a80
Can I purchase additional items or services beyond what is included in the USD product?,Do we also have any add ons as part of the USD product?,4cacab7f
Are there any supplementary services or features available with the USD product?,Do we also have any add ons as part of the USD product?,4cacab7f
Do you offer extra options or upgrades within the USD product?,Do we also have any add ons as part of the USD product?,4cacab7f
Can I customize my USD product with additional components or features?,Do we also have any add ons as part of the USD product?,4cacab7f
